date,time,exchange,name,ltp,last_trade_qty,total_trade_amount,total_trade_qty
0,09:15:00.000000000,NSECM,AUBANK,768.2,4,7177697.87,9359
0,09:15:00.000000000,NSEFO,AUBANK25JULFUT,766.6,1000,769500,1000
0,09:15:00.000000000,NSEFO,AUBANK25JUNFUT,769.95,1000,3077480,4000
0,09:15:00.000000000,NSECM,AXISBANK,1231.3,111,80041180.62,64959
0,09:15:00.000000000,NSEFO,AXISBANK25JULFUT,1242.5,625,776562.5,625
0,09:15:00.000000000,NSEFO,AXISBANK25JUNFUT,1236,625,47902750,38750
0,09:15:00.000000000,NSECM,BANKBARODA,246.42,118,14899576.8,60560
0,09:15:00.000000000,NSEFO,BANKBARODA25JULFUT,249.15,2925,728763.75,2925
0,09:15:00.000000000,NSEFO,BANKBARODA25JUNFUT,247.35,2925,723498.75,2925
0,09:15:00.000000000,NSECM,BANKNIFTY,56529.85,0,0,0
0,09:15:00.000000000,NSEFO,BANKNIFTY25JULFUT,56861.8,35,21907400.9,385
0,09:15:00.000000000,NSEFO,BANKNIFTY25JUNFUT,56674.2,30,246692850,4350
0,09:15:00.000000000,NSECM,CANBK,118.31,100,86532337.92,728448
0,09:15:00.000000000,NSEFO,CANBK25JULFUT,118.8,6750,801900,6750
0,09:15:00.000000000,NSEFO,CANBK25JUNFUT,117.99,6750,796432.5,6750
0,09:15:00.000000000,NSECM,FEDERALBNK,211.22,236,6715417.17,31801
0,09:15:00.000000000,NSEFO,FEDERALBNK25JULFUT,213.1,5000,1065500,5000
0,09:15:00.000000000,NSEFO,FEDERALBNK25JUNFUT,212.07,5000,1060350,5000
0,09:15:00.000000000,NSECM,HDFCBANK,1957.5,194,730997080.5,371638
0,09:15:00.000000000,NSEFO,HDFCBANK25JULFUT,1958.1,550,1076955,550
0,09:15:00.000000000,NSEFO,HDFCBANK25JUNFUT,1963.8,550,166495637,84700
0,09:15:00.000000000,NSECM,ICICIBANK,1419.2,1,111878523,78704
0,09:15:00.000000000,NSEFO,ICICIBANK25JULFUT,1436.6,700,1005620,700
0,09:15:00.000000000,NSEFO,ICICIBANK25JUNFUT,1425,700,71860320,50400
0,09:15:00.000000000,NSECM,IDFCFIRSTB,71.24,200,11446996.05,160795
0,09:15:00.000000000,NSEFO,IDFCFIRSTB25JULFUT,72.01,9275,667892.75,9275
0,09:15:00.000000000,NSEFO,IDFCFIRSTB25JUNFUT,71.65,7500,537375,7500
0,09:15:00.000000000,NSECM,INDUSINDBK,845.35,40,6498512.93,7687
0,09:15:00.000000000,NSEFO,INDUSINDBK25JULFUT,850.25,700,595175,700
0,09:15:00.000000000,NSEFO,INDUSINDBK25JUNFUT,845.35,500,10154040,12000
0,09:15:00.000000000,NSECM,KOTAKBANK,2143,7,54710654.67,25473
0,09:15:00.000000000,NSEFO,KOTAKBANK25JULFUT,2160.6,400,3456240,1600
0,09:15:00.000000000,NSEFO,KOTAKBANK25JUNFUT,2147.7,400,24070144,11200
0,09:15:00.000000000,NSECM,PNB,111.44,5,36062205.53,323167
0,09:15:00.000000000,NSEFO,PNB25JULFUT,112.5,16000,1800000,16000
0,09:15:00.000000000,NSEFO,PNB25JUNFUT,111.84,8000,894720,8000
0,09:15:00.000000000,NSECM,SBIN,814.75,1,84174891.91,103177
0,09:15:00.000000000,NSEFO,SBIN25JULFUT,824.6,750,618450,750
0,09:15:00.000000000,NSEFO,SBIN25JUNFUT,817.25,750,24526500,30000
0,09:16:00.000000000,NSECM,AUBANK,769.35,2,21255664.32,27668
0,09:16:00.000000000,NSEFO,AUBANK25JULFUT,766.6,1000,769500,1000
0,09:16:00.000000000,NSEFO,AUBANK25JUNFUT,770.95,1000,14631140,19000
0,09:16:00.000000000,NSECM,AXISBANK,1234.3,4,172404848,139939
0,09:16:00.000000000,NSEFO,AXISBANK25JULFUT,1244,625,2330306.25,1875
0,09:16:00.000000000,NSEFO,AXISBANK25JUNFUT,1237.6,625,96562500,78125
0,09:16:00.000000000,NSECM,BANKBARODA,245.85,450,34019927.13,138343
0,09:16:00.000000000,NSEFO,BANKBARODA25JULFUT,248.32,2925,2906280,11700
0,09:16:00.000000000,NSEFO,BANKBARODA25JUNFUT,246.59,11700,42570801,172575
0,09:16:00.000000000,NSECM,BANKNIFTY,56582.75,0,0,0
0,09:16:00.000000000,NSEFO,BANKNIFTY25JULFUT,56900.4,35,107523593.1,1890
0,09:16:00.000000000,NSEFO,BANKNIFTY25JUNFUT,56740,30,799655415,14100
0,09:16:00.000000000,NSECM,CANBK,117.89,300,177531369.3,1499547
0,09:16:00.000000000,NSEFO,CANBK25JULFUT,118.96,6750,4823550,40500
0,09:16:00.000000000,NSEFO,CANBK25JUNFUT,118.03,6750,75055005,634500
0,09:16:00.000000000,NSECM,FEDERALBNK,210.64,84,16635600.72,78924
0,09:16:00.000000000,NSEFO,FEDERALBNK25JULFUT,212.25,5000,6371700,30000
0,09:16:00.000000000,NSEFO,FEDERALBNK25JUNFUT,211.45,5000,44415000,210000
0,09:16:00.000000000,NSECM,HDFCBANK,1962,25,784147774.5,398753
0,09:16:00.000000000,NSEFO,HDFCBANK25JULFUT,1957.3,550,19377666,9900
0,09:16:00.000000000,NSEFO,HDFCBANK25JUNFUT,1967.4,550,289773660,147400
0,09:16:00.000000000,NSECM,ICICIBANK,1423.5,67,205143620.5,144322
0,09:16:00.000000000,NSEFO,ICICIBANK25JULFUT,1436,700,9039303,6300
0,09:16:00.000000000,NSEFO,ICICIBANK25JUNFUT,1429.4,700,235656148,165200
0,09:16:00.000000000,NSECM,IDFCFIRSTB,71.03,255,42818293.84,602057
0,09:16:00.000000000,NSEFO,IDFCFIRSTB25JULFUT,71.7,9275,5995174.5,83475
0,09:16:00.000000000,NSEFO,IDFCFIRSTB25JUNFUT,71.36,7500,30519225,427500
0,09:16:00.000000000,NSECM,INDUSINDBK,843.95,50,35985086.48,42598
0,09:16:00.000000000,NSEFO,INDUSINDBK25JULFUT,848.75,700,10114643,11900
0,09:16:00.000000000,NSEFO,INDUSINDBK25JUNFUT,844.2,500,29982945,35500
0,09:16:00.000000000,NSECM,KOTAKBANK,2146.8,2,81803534.76,38107
0,09:16:00.000000000,NSEFO,KOTAKBANK25JULFUT,2160.5,400,6049428,2800
0,09:16:00.000000000,NSEFO,KOTAKBANK25JUNFUT,2150.8,400,53297928,24800
0,09:16:00.000000000,NSECM,PNB,111.37,120,61079057.92,547696
0,09:16:00.000000000,NSEFO,PNB25JULFUT,112.44,8000,899520,8000
