date,time,exchange,name,ltp,last_trade_qty,total_trade_amount,total_trade_qty
0,09:15:00.000000000,NSECM,AUBANK,728,2,7134400,9800
0,09:15:00.000000000,NSEFO,AUBANK25JULFUT,729.15,1000,729150,1000
0,09:15:00.000000000,NSEFO,AUBANK25JUNFUT,729.25,1000,729250,1000
0,09:15:00.000000000,NSECM,AXISBANK,1183.3,38,41261121.21,34907
0,09:15:00.000000000,NSEFO,AXISBANK25JULFUT,1194,625,746250,625
0,09:15:00.000000000,NSEFO,AXISBANK25JUNFUT,1190,625,20029275,16875
0,09:15:00.000000000,NSECM,BANKBARODA,254.95,10,8845235.3,34694
0,09:15:00.000000000,NSEFO,BANKBARODA25JULFUT,255.93,2925,748595.25,2925
0,09:15:00.000000000,NSEFO,BANKBARODA25JUNFUT,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,BANKNIFTY,55649.55,0,0,0
0,09:15:00.000000000,NSEFO,BANKNIFTY25JULFUT,56037.8,35,3922646,70
0,09:15:00.000000000,NSEFO,BANKNIFTY25JUNFUT,55974.2,30,35237487.6,630
0,09:15:00.000000000,NSECM,CANBK,115.81,716,11213396.67,96559
0,09:15:00.000000000,NSEFO,CANBK25JULFUT,116.8,6750,788400,6750
0,09:15:00.000000000,NSEFO,CANBK25JUNFUT,116.01,6750,3129570,27000
0,09:15:00.000000000,NSECM,FEDERALBNK,211.3,5,5398292.4,25548
0,09:15:00.000000000,NSEFO,FEDERALBNK25JULFUT,212.21,5000,1061050,5000
0,09:15:00.000000000,NSEFO,FEDERALBNK25JUNFUT,211.24,5000,1056200,5000
0,09:15:00.000000000,NSECM,HDFCBANK,1922.8,21,403975501.6,210290
0,09:15:00.000000000,NSEFO,HDFCBANK25JULFUT,1927,550,1059850,550
0,09:15:00.000000000,NSEFO,HDFCBANK25JUNFUT,1935.1,550,2127235,1100
0,09:15:00.000000000,NSECM,ICICIBANK,1435.7,25,152207799.8,105894
0,09:15:00.000000000,NSEFO,ICICIBANK25JULFUT,1448.6,700,1014020,700
0,09:15:00.000000000,NSEFO,ICICIBANK25JUNFUT,1442.3,700,10093370,7000
0,09:15:00.000000000,NSECM,IDFCFIRSTB,67.08,80,4160100.36,62017
0,09:15:00.000000000,NSEFO,IDFCFIRSTB25JULFUT,67.64,9275,627361,9275
0,09:15:00.000000000,NSEFO,IDFCFIRSTB25JUNFUT,67.56,7500,2532750,37500
0,09:15:00.000000000,NSECM,INDUSINDBK,805.75,10,17614674.72,21816
0,09:15:00.000000000,NSEFO,INDUSINDBK25JULFUT,808.2,700,1131480,1400
0,09:15:00.000000000,NSEFO,INDUSINDBK25JUNFUT,808,500,2425350,3000
0,09:15:00.000000000,NSECM,KOTAKBANK,2047.1,6,29203928.6,14266
0,09:15:00.000000000,NSEFO,KOTAKBANK25JULFUT,2065.5,400,1652400,800
0,09:15:00.000000000,NSEFO,KOTAKBANK25JUNFUT,2068.9,400,827560,400
0,09:15:00.000000000,NSECM,PNB,109.51,100,9703681.1,88610
0,09:15:00.000000000,NSEFO,PNB25JULFUT,110.58,8000,884640,8000
0,09:15:00.000000000,NSEFO,PNB25JUNFUT,109.97,8000,879760,8000
0,09:15:00.000000000,NSECM,SBIN,814.1,123,156140860.7,191157
0,09:15:00.000000000,NSEFO,SBIN25JULFUT,816.7,750,612525,750
0,09:15:00.000000000,NSEFO,SBIN25JUNFUT,816.15,750,8582595,10500
0,09:16:00.000000000,NSECM,AUBANK,730,178,50782732.85,69815
0,09:16:00.000000000,NSEFO,AUBANK25JULFUT,728.05,1000,1457700,2000
0,09:16:00.000000000,NSEFO,AUBANK25JUNFUT,730.9,1000,41568390,57000
0,09:16:00.000000000,NSECM,AXISBANK,1180.5,260,153059080.3,129130
0,09:16:00.000000000,NSEFO,AXISBANK25JULFUT,1196.2,625,2246925,1875
0,09:16:00.000000000,NSEFO,AXISBANK25JUNFUT,1185.6,625,134564450,113125
0,09:16:00.000000000,NSECM,BANKBARODA,255.49,312,97355336.1,381337
0,09:16:00.000000000,NSEFO,BANKBARODA25JULFUT,255.93,2925,1497190.5,5850
0,09:16:00.000000000,NSEFO,BANKBARODA25JUNFUT,256.39,2925,27716422.5,108225
0,09:16:00.000000000,NSECM,BANKNIFTY,55685.35,0,0,0
0,09:16:00.000000000,NSEFO,BANKNIFTY25JULFUT,56108.2,105,31423795.2,560
0,09:16:00.000000000,NSEFO,BANKNIFTY25JUNFUT,55937.6,30,1499909305,26820
0,09:16:00.000000000,NSECM,CANBK,116.08,113,121278615.4,1043616
0,09:16:00.000000000,NSEFO,CANBK25JULFUT,117.04,6750,2369452.5,20250
0,09:16:00.000000000,NSEFO,CANBK25JUNFUT,116.29,6750,151731292.5,1302750
0,09:16:00.000000000,NSECM,FEDERALBNK,211.91,10,51786165.06,244713
0,09:16:00.000000000,NSEFO,FEDERALBNK25JULFUT,212.44,5000,1062200,5000
0,09:16:00.000000000,NSEFO,FEDERALBNK25JUNFUT,212.14,5000,78421500,370000
0,09:16:00.000000000,NSECM,HDFCBANK,1930.9,5,976112183,506908
0,09:16:00.000000000,NSEFO,HDFCBANK25JULFUT,1929.2,550,6363258,3300
0,09:16:00.000000000,NSEFO,HDFCBANK25JUNFUT,1939.2,550,316601703,163350
0,09:16:00.000000000,NSECM,ICICIBANK,1434,215,355240708.5,247222
0,09:16:00.000000000,NSEFO,ICICIBANK25JULFUT,1453,700,8132600,5600
0,09:16:00.000000000,NSEFO,ICICIBANK25JUNFUT,1440.2,700,457724337,317100
0,09:16:00.000000000,NSECM,IDFCFIRSTB,66.9,253,32963903.28,492072
0,09:16:00.000000000,NSEFO,IDFCFIRSTB25JULFUT,67.83,9275,629123.25,9275
0,09:16:00.000000000,NSEFO,IDFCFIRSTB25JUNFUT,67.32,7500,131488500,1950000
0,09:16:00.000000000,NSECM,INDUSINDBK,807.1,5,98587857.67,122231
0,09:16:00.000000000,NSEFO,INDUSINDBK25JULFUT,812.8,700,5122782,6300
0,09:16:00.000000000,NSEFO,INDUSINDBK25JUNFUT,808.65,500,60216115,74500
0,09:16:00.000000000,NSECM,KOTAKBANK,2045,1,99853126.1,48790
0,09:16:00.000000000,NSEFO,KOTAKBANK25JULFUT,2065.5,400,50398200,24400
0,09:16:00.000000000,NSEFO,KOTAKBANK25JUNFUT,2055.8,400,27974248,13600
0,09:16:00.000000000,NSECM,PNB,110.74,194,137522037.2,1244994
0,09:16:00.000000000,NSEFO,PNB25JULFUT,111.76,8000,10741440,96000
0,09:16:00.000000000,NSEFO,PNB25JUNFUT,111.15,8000,240843120,2168000
0,09:16:00.000000000,NSECM,SBIN,813.7,525,649061078.9,796697
0,09:16:00.000000000,NSEFO,SBIN25JULFUT,822,750,40609800,49500
0,09:16:00.000000000,NSEFO,SBIN25JUNFUT,816,750,490386217.5,600750
0,09:17:00.000000000,NSECM,AUBANK,730.55,25,74454095.25,102237
0,09:17:00.000000000,NSEFO,AUBANK25JULFUT,728.05,1000,1457700,2000
0,09:17:00.000000000,NSEFO,AUBANK25JUNFUT,732.7,1000,73747170,101000
0,09:17:00.000000000,NSECM,AXISBANK,1181.4,35,188254923.9,158936
0,09:17:00.000000000,NSEFO,AXISBANK25JULFUT,1196.2,625,2246925,1875
0,09:17:00.000000000,NSEFO,AXISBANK25JUNFUT,1186.1,625,182727262.5,153750
0,09:17:00.000000000,NSECM,BANKBARODA,255,2500,150598716.7,590051
0,09:17:00.000000000,NSEFO,BANKBARODA25JULFUT,257,2925,1503450,5850
0,09:17:00.000000000,NSEFO,BANKBARODA25JUNFUT,255.93,2925,77853906,304200
0,09:17:00.000000000,NSECM,BANKNIFTY,55704.4,0,0,0
0,09:17:00.000000000,NSEFO,BANKNIFTY25JULFUT,56127.8,35,53033636.25,945
0,09:17:00.000000000,NSEFO,BANKNIFTY25JUNFUT,55968.8,30,2789276596,49860
0,09:17:00.000000000,NSECM,CANBK,115.88,652,165767228.1,1427674
0,09:17:00.000000000,NSEFO,CANBK25JULFUT,117.13,6750,3951787.5,33750
0,09:17:00.000000000,NSEFO,CANBK25JUNFUT,116.19,6750,266306535,2288250
0,09:17:00.000000000,NSECM,FEDERALBNK,211.34,28,80057827.17,378363
0,09:17:00.000000000,NSEFO,FEDERALBNK25JULFUT,212.67,5000,3187650,15000
0,09:17:00.000000000,NSEFO,FEDERALBNK25JUNFUT,211.84,5000,105945000,500000
0,09:17:00.000000000,NSECM,HDFCBANK,1932.3,957,1145439830,594521
0,09:17:00.000000000,NSEFO,HDFCBANK25JULFUT,1932.8,550,14861000,7700
0,09:17:00.000000000,NSEFO,HDFCBANK25JUNFUT,1940.1,550,478858275.5,246950
0,09:17:00.000000000,NSECM,ICICIBANK,1434.2,17,474208635.9,330130
0,09:17:00.000000000,NSEFO,ICICIBANK25JULFUT,1451.1,700,14222936,9800
0,09:17:00.000000000,NSEFO,ICICIBANK25JUNFUT,1441.2,700,611059680,423500
0,09:17:00.000000000,NSECM,IDFCFIRSTB,66.99,10,41030811.36,612766
0,09:17:00.000000000,NSEFO,IDFCFIRSTB25JULFUT,67.53,9275,3760827,55650
0,09:17:00.000000000,NSEFO,IDFCFIRSTB25JUNFUT,67.24,7500,163228050,2422500
0,09:17:00.000000000,NSECM,INDUSINDBK,804.5,1,140320502.3,174069
0,09:17:00.000000000,NSEFO,INDUSINDBK25JULFUT,811.85,700,6828948,8400
0,09:17:00.000000000,NSEFO,INDUSINDBK25JUNFUT,806.15,500,91689840,113500
0,09:17:00.000000000,NSECM,KOTAKBANK,2051,39,141250703.7,68995
0,09:17:00.000000000,NSEFO,KOTAKBANK25JULFUT,2065.5,400,99970200,48400
0,09:17:00.000000000,NSEFO,KOTAKBANK25JUNFUT,2060.8,400,58465944,28400
0,09:17:00.000000000,NSECM,PNB,110.72,19,329176311.1,2972515
0,09:17:00.000000000,NSEFO,PNB25JULFUT,112.04,8000,23283520,208000
0,09:17:00.000000000,NSEFO,PNB25JUNFUT,111.37,8000,618939200,5560000
0,09:17:00.000000000,NSECM,SBIN,813.15,1,777444156.8,954622
0,09:17:00.000000000,NSEFO,SBIN25JULFUT,821.1,750,47996910,58500
0,09:17:00.000000000,NSEFO,SBIN25JUNFUT,815.95,750,620659260,760500
0,09:18:00.000000000,NSECM,AUBANK,730.5,50,97684027.04,134012
0,09:18:00.000000000,NSEFO,AUBANK25JULFUT,732.75,1000,3655400,5000
0,09:18:00.000000000,NSEFO,AUBANK25JUNFUT,731.25,1000,105230880,144000
0,09:18:00.000000000,NSECM,AXISBANK,1180.7,41,212964896,179869
0,09:18:00.000000000,NSEFO,AXISBANK25JULFUT,1193.6,625,2992925,2500
0,09:18:00.000000000,NSEFO,AXISBANK25JUNFUT,1185.4,625,207176681.2,174375
0,09:18:00.000000000,NSECM,BANKBARODA,253.97,50,167068733.7,654812
0,09:18:00.000000000,NSEFO,BANKBARODA25JULFUT,256.96,2925,2255087.25,8775
0,09:18:00.000000000,NSEFO,BANKBARODA25JUNFUT,254.97,2925,105490066.5,412425
0,09:18:00.000000000,NSECM,BANKNIFTY,55645.25,0,0,0
