date,time,exchange,name,ltp,last_trade_qty,total_trade_amount,total_trade_qty
0,09:15:00.000000000,NSECM,AUBANK,769.95,1,3494803.05,4539
0,09:15:00.000000000,NSEFO,AUBANK25JULFUT,779.05,1000,779050,1000
0,09:15:00.000000000,NSEFO,AUBANK25JUNFUT,779.2,1000,1558400,2000
0,09:15:00.000000000,NSECM,AXISBANK,1197.9,245,17459911.3,14573
0,09:15:00.000000000,NSEFO,AXISBANK25JULFUT,1224.1,625,765062.5,625
0,09:15:00.000000000,NSEFO,AXISBANK25JUNFUT,1203.1,1875,13548375,11250
0,09:15:00.000000000,NSECM,BANKBARODA,235.85,15,15721126.59,66833
0,09:15:00.000000000,NSEFO,BANKBARODA25JULFUT,243.09,2925,711038.25,2925
0,09:15:00.000000000,NSEFO,BANKBARODA25JUNFUT,237.47,2925,5584176,23400
0,09:15:00.000000000,NSECM,BANKNIFTY,55176.65,0,0,0
0,09:15:00.000000000,NSEFO,BANKNIFTY25JULFUT,55882,35,46826640,840
0,09:15:00.000000000,NSEFO,BANKNIFTY25JUNFUT,55606.8,30,276729287.4,4980
0,09:15:00.000000000,NSECM,CANBK,108.3,35,56391173.96,519926
0,09:15:00.000000000,NSEFO,CANBK25JULFUT,116.37,6750,785497.5,6750
0,09:15:00.000000000,NSEFO,CANBK25JUNFUT,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,FEDERALBNK,203.5,5,2860803,14058
0,09:15:00.000000000,NSEFO,FEDERALBNK25JULFUT,208,5000,1040000,5000
0,09:15:00.000000000,NSEFO,FEDERALBNK25JUNFUT,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,HDFCBANK,1921,1000,693845307.5,361374
0,09:15:00.000000000,NSEFO,HDFCBANK25JULFUT,1919.9,550,5271805,2750
0,09:15:00.000000000,NSEFO,HDFCBANK25JUNFUT,1927.1,550,28577191.5,14850
0,09:15:00.000000000,NSECM,ICICIBANK,1404.7,72,215343641.5,153418
0,09:15:00.000000000,NSEFO,ICICIBANK25JULFUT,1421.5,700,1990100,1400
0,09:15:00.000000000,NSEFO,ICICIBANK25JUNFUT,1412.2,700,28574077,20300
0,09:15:00.000000000,NSECM,IDFCFIRSTB,69.74,1,11882983.8,171348
0,09:15:00.000000000,NSEFO,IDFCFIRSTB25JULFUT,70.5,9275,653887.5,9275
0,09:15:00.000000000,NSEFO,IDFCFIRSTB25JUNFUT,nan,nan,nan,nan
0,09:15:00.000000000,NSECM,INDUSINDBK,819,1,4405401,5379
0,09:15:00.000000000,NSEFO,INDUSINDBK25JULFUT,834.1,700,583870,700
0,09:15:00.000000000,NSEFO,INDUSINDBK25JUNFUT,816.45,500,4903800,6000
0,09:15:00.000000000,NSECM,KOTAKBANK,2088,4,72768876.72,35092
0,09:15:00.000000000,NSEFO,KOTAKBANK25JULFUT,nan,nan,nan,nan
0,09:15:00.000000000,NSEFO,KOTAKBANK25JUNFUT,2091.7,400,4183840,2000
0,09:15:00.000000000,NSECM,PNB,105.71,22,18293769,173730
0,09:15:00.000000000,NSEFO,PNB25JULFUT,107,8000,856000,8000
0,09:15:00.000000000,NSEFO,PNB25JUNFUT,106,8000,9368480,88000
0,09:15:00.000000000,NSECM,SBIN,786.25,11,60365916.25,76777
0,09:15:00.000000000,NSEFO,SBIN25JULFUT,810.7,750,1216050,1500
0,09:15:00.000000000,NSEFO,SBIN25JUNFUT,791.6,750,10131405,12750
0,09:16:00.000000000,NSECM,AUBANK,767.15,49,71932415.82,93909
0,09:16:00.000000000,NSEFO,AUBANK25JULFUT,765.85,1000,16901280,22000
0,09:16:00.000000000,NSEFO,AUBANK25JUNFUT,768,1000,304689560,397000
0,09:16:00.000000000,NSECM,AXISBANK,1201.9,3,106383233.3,88425
0,09:16:00.000000000,NSEFO,AXISBANK25JULFUT,1212.5,625,28838912.5,23750
0,09:16:00.000000000,NSEFO,AXISBANK25JUNFUT,1205,625,361600093.7,299375
0,09:16:00.000000000,NSECM,BANKBARODA,236.99,50,81752422.5,346042
0,09:16:00.000000000,NSEFO,BANKBARODA25JULFUT,239.3,2925,5591196,23400
0,09:16:00.000000000,NSEFO,BANKBARODA25JUNFUT,237.67,2925,218660715,921375
0,09:16:00.000000000,NSECM,BANKNIFTY,55405.7,0,0,0
0,09:16:00.000000000,NSEFO,BANKNIFTY25JULFUT,55821.4,35,606173442,10850
0,09:16:00.000000000,NSEFO,BANKNIFTY25JUNFUT,55600.2,30,5245743581,94230
0,09:16:00.000000000,NSECM,CANBK,109.21,68,226038924.8,2080049
0,09:16:00.000000000,NSEFO,CANBK25JULFUT,110.49,6750,34859430,317250
0,09:16:00.000000000,NSEFO,CANBK25JUNFUT,109.47,6750,482784840,4428000
0,09:16:00.000000000,NSECM,FEDERALBNK,203.77,4,26667167.15,130715
0,09:16:00.000000000,NSEFO,FEDERALBNK25JULFUT,206.31,5000,11339350,55000
0,09:16:00.000000000,NSEFO,FEDERALBNK25JUNFUT,205.44,5000,91282850,445000
0,09:16:00.000000000,NSECM,HDFCBANK,1928.1,113,1034862851,538167
0,09:16:00.000000000,NSEFO,HDFCBANK25JULFUT,1923.1,550,49738502,25850
0,09:16:00.000000000,NSEFO,HDFCBANK25JUNFUT,1932.2,550,776669630,401500
0,09:16:00.000000000,NSECM,ICICIBANK,1410.9,30,498759663,354351
0,09:16:00.000000000,NSEFO,ICICIBANK25JULFUT,1424,700,38888577,27300
0,09:16:00.000000000,NSEFO,ICICIBANK25JUNFUT,1414.6,1400,655933432,463400
0,09:16:00.000000000,NSECM,IDFCFIRSTB,69.41,8,68898957.86,988082
0,09:16:00.000000000,NSEFO,IDFCFIRSTB25JULFUT,70.31,9275,6527745,92750
0,09:16:00.000000000,NSEFO,IDFCFIRSTB25JUNFUT,69.75,7500,120293700,1717500
0,09:16:00.000000000,NSECM,INDUSINDBK,819.3,2,72764958.42,88983
0,09:16:00.000000000,NSEFO,INDUSINDBK25JULFUT,821.7,700,8068928,9800
0,09:16:00.000000000,NSEFO,INDUSINDBK25JUNFUT,821,500,256828605,313500
0,09:16:00.000000000,NSECM,KOTAKBANK,2092.5,1,273810738.1,130993
0,09:16:00.000000000,NSEFO,KOTAKBANK25JULFUT,2118.6,400,28746048,13600
0,09:16:00.000000000,NSEFO,KOTAKBANK25JUNFUT,2100.2,800,520294260,247600
0,09:16:00.000000000,NSECM,PNB,105.73,500,88047534.6,833310
0,09:16:00.000000000,NSEFO,PNB25JULFUT,106.8,8000,27325440,256000
0,09:16:00.000000000,NSEFO,PNB25JUNFUT,106.16,8000,199204800,1880000
0,09:16:00.000000000,NSECM,SBIN,792.5,3,180962346.8,228988
0,09:16:00.000000000,NSEFO,SBIN25JULFUT,798.3,750,61116615,76500
0,09:16:00.000000000,NSEFO,SBIN25JUNFUT,793,750,583964775,735750
0,09:17:00.000000000,NSECM,AUBANK,766.65,1,106183207.3,138586
0,09:17:00.000000000,NSEFO,AUBANK25JULFUT,767,2000,26114040,34000
0,09:17:00.000000000,NSEFO,AUBANK25JUNFUT,768.05,1000,403757600,526000
0,09:17:00.000000000,NSECM,AXISBANK,1202.7,1,143682920.5,119462
0,09:17:00.000000000,NSEFO,AXISBANK25JULFUT,1213.7,625,40963387.5,33750
0,09:17:00.000000000,NSEFO,AXISBANK25JUNFUT,1206,625,575545206.3,476875
0,09:17:00.000000000,NSECM,BANKBARODA,236.98,200,107496766,454551
0,09:17:00.000000000,NSEFO,BANKBARODA25JULFUT,239.03,2925,12594406.5,52650
0,09:17:00.000000000,NSEFO,BANKBARODA25JUNFUT,237.95,2925,282714003,1190475
0,09:17:00.000000000,NSECM,BANKNIFTY,55368.05,0,0,0
0,09:17:00.000000000,NSEFO,BANKNIFTY25JULFUT,55763,35,945712429.2,16940
0,09:17:00.000000000,NSEFO,BANKNIFTY25JUNFUT,55544.2,30,7775138139,139770
0,09:17:00.000000000,NSECM,CANBK,109.74,20,298152342.7,2737603
0,09:17:00.000000000,NSEFO,CANBK25JULFUT,110.67,6750,48306375,438750
0,09:17:00.000000000,NSEFO,CANBK25JUNFUT,109.83,6750,658531687.5,6027750
0,09:17:00.000000000,NSECM,FEDERALBNK,203.32,1,31191500.34,152922
0,09:17:00.000000000,NSEFO,FEDERALBNK25JULFUT,205.01,5000,24686400,120000
0,09:17:00.000000000,NSEFO,FEDERALBNK25JUNFUT,204.16,5000,163856000,800000
0,09:17:00.000000000,NSECM,HDFCBANK,1926.1,13,1179496673,613248
0,09:17:00.000000000,NSEFO,HDFCBANK25JULFUT,1921.5,550,97294186,50600
0,09:17:00.000000000,NSEFO,HDFCBANK25JUNFUT,1930.3,550,1099365344,568700
0,09:17:00.000000000,NSECM,ICICIBANK,1407.7,25,623041339.1,442655
0,09:17:00.000000000,NSEFO,ICICIBANK25JULFUT,1420.8,700,130394649,91700
0,09:17:00.000000000,NSEFO,ICICIBANK25JUNFUT,1411.4,700,905936010,640500
0,09:17:00.000000000,NSECM,IDFCFIRSTB,69.47,10,108900693.3,1563991
0,09:17:00.000000000,NSEFO,IDFCFIRSTB25JULFUT,70.01,9275,20169878.75,287525
0,09:17:00.000000000,NSEFO,IDFCFIRSTB25JUNFUT,69.64,7500,210627900,3015000
0,09:17:00.000000000,NSECM,INDUSINDBK,819.15,64,117529372.9,143621
0,09:17:00.000000000,NSEFO,INDUSINDBK25JULFUT,826.4,700,26580456,32200
0,09:17:00.000000000,NSEFO,INDUSINDBK25JUNFUT,818.85,500,350374725,427500
0,09:17:00.000000000,NSECM,KOTAKBANK,2087,68,372810227.4,178402
0,09:17:00.000000000,NSEFO,KOTAKBANK25JULFUT,2107.9,400,48174804,22800
0,09:17:00.000000000,NSEFO,KOTAKBANK25JUNFUT,2094.8,400,713098872,339600
0,09:17:00.000000000,NSECM,PNB,106.04,737,130779819.6,1236221
0,09:17:00.000000000,NSEFO,PNB25JULFUT,106.96,8000,46167840,432000
0,09:17:00.000000000,NSEFO,PNB25JUNFUT,106.24,8000,314085600,2960000
0,09:17:00.000000000,NSECM,SBIN,790.9,1,356716698.5,451032
0,09:17:00.000000000,NSEFO,SBIN25JULFUT,797.6,750,88659030,111000
0,09:17:00.000000000,NSEFO,SBIN25JUNFUT,793,750,812427525,1023750
0,09:18:00.000000000,NSECM,AUBANK,767.65,11,123288169,160896
0,09:18:00.000000000,NSEFO,AUBANK25JULFUT,768.55,1000,33031310,43000
0,09:18:00.000000000,NSEFO,AUBANK25JUNFUT,769,1000,464446400,605000
0,09:18:00.000000000,NSECM,AXISBANK,1202.6,18,183930953.6,152905
0,09:18:00.000000000,NSEFO,AXISBANK25JULFUT,1213.2,625,56893125,46875
0,09:18:00.000000000,NSEFO,AXISBANK25JUNFUT,1206,625,746008881.3,618125
0,09:18:00.000000000,NSECM,BANKBARODA,237.57,30,128957000.4,544812
0,09:18:00.000000000,NSEFO,BANKBARODA25JULFUT,239.81,2925,19607679,81900
0,09:18:00.000000000,NSEFO,BANKBARODA25JUNFUT,238.38,2925,335717723.3,1412775
0,09:18:00.000000000,NSECM,BANKNIFTY,55417.15,0,0,0
0,09:18:00.000000000,NSEFO,BANKNIFTY25JULFUT,55807.4,35,1205514097,21595
0,09:18:00.000000000,NSEFO,BANKNIFTY25JUNFUT,55580.8,180,9749952334,175290
0,09:18:00.000000000,NSECM,CANBK,109.64,962,367705621.4,3370354
0,09:18:00.000000000,NSEFO,CANBK25JULFUT,110.91,6750,64046565,580500
0,09:18:00.000000000,NSEFO,CANBK25JUNFUT,110.17,6750,787926150,7202250
