timestamp,bn_index,bn_constructed_index
80,47975.3,47981.671035251806
81,47952.0,47957.41529904891
82,47983.3,47983.27281891098
83,47987.9,47988.57974240192
84,48005.9,48008.65723834899
85,48018.0,48016.509474393926
86,48016.35,48010.85586293258
87,48006.55,48009.50302709089
88,47957.3,47954.747033278894
89,47933.9,47938.51603957999
90,47952.7,47956.342815848504
91,47967.3,47963.08809397388
92,47991.55,47993.754164840124
93,47987.7,47985.04949946179
94,48014.55,48014.18819524031
95,48021.35,48019.62251391235
96,48019.9,48020.97111574885
97,48022.3,48027.08508812059
98,48022.7,48024.415277768385
99,48011.05,48012.71895423288
100,48004.3,48007.00260440331
101,47985.4,47988.05459689488
102,47959.3,47959.730049782396
103,47984.6,47988.59277743615
104,47968.7,47969.15180211624
105,47967.0,47970.652652760065
106,47934.4,47947.16009941514
107,47952.8,47943.66418859645
108,47933.7,47937.568277877435
109,47911.0,47910.165363211665
110,47899.3,47896.3729054924
111,47911.1,47910.97586025764
112,47914.7,47916.64684560852
113,47934.55,47934.34758506286
114,47919.35,47918.7105023804
115,47908.1,47907.92394691612
116,47912.95,47915.00575604458
117,47892.7,47892.72729490534
118,47876.9,47883.50741942027
119,47895.95,47893.64718723254
120,47932.4,47937.49175037417
121,47907.9,47906.93013724027
122,47901.95,47910.32704221063
123,47914.0,47914.19979926325
124,47904.65,47908.97043005077
125,47896.2,47891.10706033214
126,47880.65,47879.875358571815
127,47853.45,47853.323610161344
128,47859.5,47858.950525325425
129,47873.0,47875.7041571576
130,47891.55,47891.02816770706
131,47896.0,47903.46721041356
132,47893.45,47883.11337486157
133,47912.4,47914.894111608664
134,47901.75,47901.758410616356
135,47893.15,47884.69286099481
136,47885.9,47889.77865825077
137,47905.25,47907.83082863178
138,47927.0,47919.047984255776
139,47939.15,47938.01755134696
140,47938.85,47949.22399066447
141,47923.4,47926.98966383751
142,47905.25,47908.35894296979
143,47917.5,47919.75195639586
144,47899.0,47904.22682902775
145,47910.0,47910.306732160236
146,47911.7,47906.719712131344
147,47913.55,47914.43825674667
148,47919.5,47922.26269210886
149,47901.7,47907.38536341641
150,47904.7,47907.64083121496
151,47916.05,47916.84781721845
152,47950.05,47948.5146004363
153,47942.15,47943.44803757363
154,47925.85,47928.012097424675
155,47941.0,47941.46972377113
156,47948.2,47948.087752093095
157,47942.7,47945.33943801902
158,47921.35,47919.37990780692
159,47916.55,47916.768961061774
160,47901.9,47902.03335607491
161,47901.65,47902.21801851521
162,47907.5,47904.834813565874
163,47898.4,47900.576634616074
164,47891.45,47892.2913898045
165,47893.15,47888.817092953424
166,47883.6,47885.632986149765
167,47899.6,47899.655690789536
168,47893.45,47890.0232027157
169,47908.15,47906.83533386812
170,47931.5,47930.308997985834
171,47942.55,47945.157576490055
172,47954.65,47954.77995465223
173,47968.7,47969.98521823084
174,47973.5,47977.57979071183
175,47983.25,47981.04084911827
176,47979.35,47978.99641826776
177,47988.45,47982.53676574818
178,48015.6,48012.49917245015
179,48016.35,48017.465901229036
180,48053.0,48049.83924199287
181,48022.35,48023.593659827646
182,48020.55,48021.94043390912
183,48021.45,48022.478615311564
184,48031.85,48033.62656448593
185,48050.45,48052.46069668292
186,48041.05,48039.56677556913
187,48069.65,48070.83496199032
188,48088.0,48092.762971859745
189,48107.5,48110.73393769152
190,48102.35,48103.18902263089
191,48115.4,48119.24265770802
192,48075.85,48076.43498480759
193,48062.4,48059.32300309646
194,48078.5,48085.04327574589
195,48076.85,48084.194242617865
196,48073.85,48074.593155909075
197,48088.1,48086.83466393601
198,48123.4,48120.30411542794
199,48119.6,48129.38978875211
200,48166.4,48165.15603714245
201,48157.55,48164.02315617489
202,48114.15,48114.19745686436
203,48106.75,48108.178292628276
204,48133.5,48134.702450504745
205,48110.8,48115.263067129476
206,48123.6,48124.052354943065
207,48142.0,48140.32221014233
208,48123.85,48123.120023907984
209,48137.65,48137.9301061378
210,48135.55,48135.26030211204
211,48185.0,48183.13952296181
212,48206.5,48205.21609344565
213,48184.15,48188.413008238604
214,48197.95,48197.658360468486
215,48211.75,48214.56974673157
216,48205.85,48205.698197944475
217,48192.9,48193.78925401017
218,48146.7,48143.26703480662
219,48162.45,48163.055868720825
220,48167.2,48165.488400679125
221,48164.1,48160.97278531401
222,48155.85,48159.648068403076
223,48145.1,48145.79975002093
224,48118.45,48122.989668054564
225,48113.5,48113.595543962816
226,48122.8,48120.18624880324
227,48125.25,48123.55755878764
228,48098.6,48095.583756420616
229,48120.0,48119.3578933007
230,48115.6,48114.007008083885
231,48140.6,48140.71868406755
232,48120.2,48113.312163791634
233,48127.05,48126.220026294366
234,48135.2,48135.4329930081
235,48166.95,48161.14182649636
236,48162.9,48161.88183756092
237,48171.95,48177.01225499241
238,48174.55,48175.86050184186
239,48167.6,48163.05516828446
240,48186.95,48187.11049082543
241,48190.0,48189.91901721465
242,48205.4,48210.021008183554
243,48246.6,48249.509803518544
244,48214.9,48214.210776695254
245,48198.4,48200.49627669891
246,48173.65,48176.795071650165
247,48171.5,48170.28557062882
248,48177.9,48171.560606885425
249,48179.1,48183.071817757984
250,48165.15,48160.003403723254
251,48153.7,48155.73058497372
252,48141.2,48144.87749544726
253,48121.4,48118.188559239774
254,48119.9,48118.234489512346
255,48102.75,48099.85253589623
256,48098.05,48097.79064017855
257,48097.95,48098.436580511276
258,48072.6,48068.8806002411
259,48090.7,48098.7336081634
260,48098.9,48097.32454705228
261,48120.7,48123.7767368698
262,48112.2,48114.957512488574
263,48100.05,48113.732881278665
264,48121.65,48123.42311515153
265,48118.4,48117.7907526371
266,48101.05,48103.738086491794
267,48108.65,48110.64262834683
268,48114.0,48116.25986964128
269,48100.45,48108.22938546554
270,48118.2,48121.60402503034
271,48119.45,48130.61355439671
272,48120.25,48114.173129580064
273,48121.3,48121.71180904753
274,48132.6,48136.21954664797
275,48151.95,48145.386949409454
276,48172.05,48179.79609914993
277,48173.3,48175.38309574622
278,48171.8,48174.26043045583
279,48158.15,48160.384642119156
280,48151.75,48152.414208953494
281,48116.75,48120.0095791495
282,48100.1,48099.001358788846
283,48099.05,48094.033076695465
284,48073.45,48075.89158942216
285,48043.05,48045.35875294721
286,48053.85,48055.71286444674
287,48043.55,48046.985955922115
288,48066.2,48066.20863062811
289,48072.5,48072.93365987034
290,48092.3,48090.47289029669
291,48078.2,48075.09257834004
292,48032.7,48037.4947476957
293,48024.25,48027.92776101066
294,48027.0,48027.80465963384
295,48028.5,48030.62227545253
296,48042.0,48046.26072865691
297,48075.3,48075.65297798272
298,48100.1,48103.486395265776
299,48101.2,48095.69441737291
300,48096.3,48099.79493944969
301,48084.7,48091.847042685746
302,48070.55,48070.73524266372
303,48071.75,48072.45509735381
304,48068.6,48068.122779668076
305,48086.3,48085.29169897379
306,48105.7,48110.08959271689
307,48098.0,48103.38261769196
308,48110.75,48114.431920926516
309,48130.3,48135.920430825085
310,48139.65,48132.96696849669
311,48130.1,48127.24335157179
312,48142.15,48144.005725969146
313,48169.2,48179.36246324046
314,48192.65,48187.108592707045
315,48193.75,48195.63574467937
316,48160.15,48166.993265889134
317,48153.05,48153.99553741296
318,48148.6,48145.74706657427
319,48136.3,48136.41813686005
320,48155.25,48146.323895903704
321,48179.75,48178.73287358513
322,48147.15,48152.81327866513
323,48157.9,48158.7060747531
324,48138.95,48140.16048711537
325,48142.8,48138.9851152168
326,48144.85,48145.98889540376
327,48169.5,48168.574916259844
328,48161.3,48160.65331263362
329,48151.5,48155.95905498726
330,48179.1,48176.786495049375
331,48168.1,48172.87149994534
332,48156.85,48151.56252950851
333,48160.15,48155.72950463611
334,48141.8,48151.274855719406
335,48137.85,48138.20243695918
336,48138.35,48143.03832771776
337,48161.7,48161.4439082198
338,48159.65,48160.93760695699
339,48156.4,48154.65267963645
340,48167.25,48158.98280505306
341,48152.7,48156.35061392363
342,48134.7,48134.26622560681
343,48127.85,48133.92770689974
344,48124.1,48124.75414077527
345,48143.55,48143.61001940925
346,48088.6,48090.65380171261
347,48086.25,48088.1784607476
348,48098.8,48098.46464452637
349,48097.15,48094.807333042285
350,48115.85,48114.55515592607
351,48122.05,48122.64159598631
352,48134.1,48132.87309905488
353,48130.1,48124.32785556305
354,48123.85,48123.20421014799
355,48125.2,48130.302036605026
356,48130.0,48134.988170143224
357,48123.35,48121.63837807709
358,48118.0,48117.66524046773
359,48116.55,48117.89059022245
360,48110.35,48111.68785301298
361,48082.2,48081.80766494794
362,48094.9,48092.148734062845
363,48107.25,48107.12979307531
364,48129.55,48129.408450831615
365,48130.2,48137.90488219925
366,48105.8,48102.906690300886
367,48111.45,48109.369934205795
368,48116.8,48110.41356139525
369,48116.05,48116.41416254765
370,48123.5,48119.54475127642
371,48119.3,48120.165948629205
372,48133.0,48130.956531905955
373,48147.2,48147.53454367363
374,48137.15,48137.077517276855
375,48156.65,48158.75139981572
376,47953.15,47998.726780014826
377,47989.95,47991.46964228567
378,48077.0,48079.816412414366
379,48052.55,48051.52512123704
380,48007.1,48011.078428719375
381,48143.45,48137.72560916202
382,48149.05,48153.28345851227
383,48182.85,48181.28855635192
384,48180.95,48185.764751942304
385,48208.7,48207.90229913879
386,48229.5,48229.921332986865
387,48143.7,48144.99643411437
388,48098.85,48106.42442937021
389,48093.2,48092.11370159287
390,48060.15,48058.22148397928
391,48074.25,48075.68589703842
392,48104.65,48105.16465549484
393,48090.25,48094.48771969687
394,48134.85,48135.347030461046
395,48181.7,48181.90278369514
396,48202.55,48200.92208695062
397,48189.95,48195.68180037325
398,48194.45,48195.83449948777
399,48267.7,48267.19939073224
400,48240.85,48241.11419085987
401,48267.7,48266.309172767236
402,48262.0,48262.43950327804
403,48295.85,48290.916687645644
404,48319.95,48318.84355935539
405,48310.5,48314.12024518109
406,48284.4,48286.56148304184
407,48243.5,48245.68457772536
408,48255.9,48256.13956568839
409,48268.65,48270.46219919168
410,48296.95,48294.33968900445
411,48307.45,48307.915448197346
412,48301.2,48302.111238891746
413,48288.9,48290.60368261807
414,48274.35,48282.262913073624
415,48275.7,48265.322067219735
416,48294.85,48293.15962680219
417,48291.7,48291.52042752626
418,48272.85,48273.2012354265
419,48254.25,48250.161430171065
420,48255.6,48258.488706354416
421,48271.7,48273.44646965169
422,48287.95,48288.39697470644
423,48287.95,48289.13220622255
424,48342.4,48340.99807596655
425,48326.0,48326.768321420306
426,48303.35,48304.39296845615
427,48251.6,48255.89025171046
428,48265.55,48268.302338099376
429,48249.0,48249.19772169402
430,48208.3,48211.87941335139
431,48173.15,48173.561492686786
432,48171.1,48170.945084475214
433,48140.05,48140.60847360727
434,48124.95,48127.10427958158
435,48143.9,48142.486042060445
436,48172.8,48175.20995775467
437,48184.8,48182.53832689393
438,48218.95,48218.37120033019
439,48224.7,48221.48221957827
440,48229.25,48229.336003652126
441,48220.2,48222.26677553109
442,48240.1,48242.24740350255
443,48232.55,48232.06802449307
444,48269.6,48270.72598844491
445,48262.05,48263.41158578714
446,48258.95,48259.74398357001
447,48253.4,48257.242013515286
448,48239.85,48241.162071096915
449,48264.15,48262.879629625604
450,48266.2,48267.27882703355
451,48270.4,48273.04969033452
452,48277.75,48276.350095212045
453,48261.65,48260.542181742465
454,48288.4,48288.37172545914
455,48337.15,48337.020650902865
456,48314.45,48315.99605643673
457,48291.3,48290.19440722982
458,48292.7,48292.99789904297
459,48265.7,48267.483375324024
460,48267.8,48266.70830208042
461,48262.75,48263.72073588244
462,48265.25,48270.510464173385
463,48252.7,48254.077207637085
464,48258.8,48260.88827274115
465,48250.8,48251.859008457286
466,48237.75,48240.55230349472
467,48268.4,48268.49158784562
468,48268.8,48269.90397255285
469,48264.2,48264.60560508549
470,48255.0,48255.02093806879
471,48252.55,48249.84219310666
472,48245.45,48247.03341325083
473,48241.55,48239.51104859509
474,48273.05,48272.02543133643
475,48262.45,48261.433673290216
476,48266.1,48267.57609474373
477,48270.3,48270.911032247255
478,48261.15,48260.50553641847
479,48267.75,48265.53863281586
480,48290.75,48292.18232230172
481,48275.25,48275.53805202785
482,48265.35,48265.5175755497
483,48276.45,48273.09001283762
484,48283.95,48280.50844002126
485,48293.5,48290.52895183326
486,48313.75,48314.53919379279
487,48292.8,48295.94958970984
488,48313.75,48314.64654630433
489,48291.8,48292.28881532259
490,48266.45,48264.88250803974
491,48269.25,48268.415125239924
492,48274.6,48274.38626840719
493,48273.6,48280.34252557987
494,48275.2,48279.46467914744
495,48252.85,48254.34768974632
496,48249.15,48249.05440799891
497,48241.05,48246.20077190116
498,48237.45,48238.06713206702
499,48226.6,48226.624219301746
500,48213.5,48216.44308528282
501,48235.7,48235.11634693058
502,48255.5,48256.54320592583
503,48237.15,48237.6352557606
504,48246.05,48246.28564221167
505,48256.55,48253.847023344264
506,48254.7,48255.75266959181
507,48271.7,48268.520971163096
508,48265.1,48267.646814167514
509,48281.2,48281.479276795755
510,48270.85,48271.38643422309
511,48251.65,48256.4869795599
512,48265.5,48267.18542882204
513,48251.5,48252.21375682728
514,48256.0,48252.25876802001
515,48261.3,48261.038581578454
516,48259.6,48264.51899727986
517,48250.15,48249.61556905824
518,48238.05,48238.30305226801
519,48238.0,48238.46535992953
520,48234.6,48235.601630048805
521,48227.9,48229.39208289039
522,48218.85,48218.627281589645
523,48204.5,48204.990138123256
524,48181.5,48182.40281232931
525,48192.9,48195.40730202401
526,48186.05,48184.03105633571
527,48174.4,48177.42670131663
528,48162.25,48163.85808037148
529,48148.8,48151.04458468725
530,48141.75,48142.961498336685
531,48141.3,48141.14083777207
532,48155.95,48158.73758929032
533,48135.95,48137.97679039892
534,48150.2,48153.62604376757
535,48174.95,48172.35980716759
536,48169.55,48170.67355215588
537,48182.5,48183.5315734216
538,48194.3,48197.678023420325
539,48191.95,48191.36786281514
540,48200.15,48204.81517779804
541,48200.75,48201.88021462153
542,48204.1,48204.871425892154
543,48192.95,48195.508663262095
544,48172.5,48176.076198498915
545,48185.15,48187.5830349168
546,48204.8,48205.98031380907
547,48183.35,48186.378990409976
548,48175.6,48178.513144278
549,48160.55,48161.321314843655
550,48161.5,48163.268253204835
551,48173.65,48172.39979506146
552,48180.35,48181.19162705296
553,48186.1,48188.62771863351
554,48173.5,48174.181204320696
555,48162.65,48163.34380110743
556,48161.95,48164.084498900316
557,48158.95,48162.852643284605
558,48177.6,48178.14421159241
559,48191.8,48192.17002476026
560,48209.55,48204.056395680054
561,48219.65,48221.04505744973
562,48239.05,48239.298841928314
563,48232.45,48237.530888450885
564,48220.5,48222.203873407714
565,48197.5,48199.58944394145
566,48210.75,48210.022302681304
567,48213.7,48215.12851329103
568,48226.5,48225.35593555842
569,48233.8,48236.16914588796
570,48238.75,48241.23437137697
571,48232.0,48233.39256593682
572,48241.75,48242.473653955734
573,48242.75,48247.00817304694
574,48245.0,48247.115083772565
575,48241.6,48244.6255599646
576,48255.55,48256.33715716721
577,48266.95,48265.92735658522
578,48253.4,48254.93112094933
579,48243.55,48246.237381384155
580,48255.65,48254.841115460345
581,48248.95,48250.26945641356
582,48254.9,48254.99457119285
583,48248.95,48246.963524657614
584,48259.6,48260.62955217211
585,48248.5,48251.25922773158
586,48243.2,48243.48534282002
587,48250.9,48252.62396211214
588,48235.7,48238.11779976157
589,48240.3,48243.252781465635
590,48232.05,48232.95043734995
591,48247.1,48242.5868773307
592,48239.65,48237.618431320916
593,48235.45,48237.54910327085
594,48239.3,48240.785126205796
595,48241.55,48244.97813748479
596,48237.7,48242.05560787312
597,48230.05,48232.07482990881
598,48239.45,48238.434748697604
599,48236.75,48233.56766832673
600,48223.0,48222.812282837534
601,48229.0,48227.312064490325
602,48220.8,48222.39864790617
603,48220.95,48226.612346749236
604,48234.3,48234.314312736366
605,48218.6,48223.46101839052
606,48204.15,48204.061179394
607,48210.8,48209.459124051886
608,48184.1,48185.96803456174
609,48206.15,48207.42782672235
610,48217.0,48215.97637540715
611,48238.1,48240.962757441994
612,48238.0,48239.02755867433
613,48244.7,48245.85102879791
614,48255.65,48251.21191288624
615,48256.9,48257.3893308326
616,48271.2,48269.301159502946
617,48274.8,48272.62546933384
618,48266.45,48277.7899111802
619,48280.35,48280.53231286883
620,48274.6,48278.794959510575
621,48277.7,48284.49779582204
622,48275.15,48278.299981446755
623,48259.7,48264.16543830538
624,48261.05,48263.70001112308
625,48260.15,48268.01510973649
626,48272.3,48272.175507015556
627,48270.95,48269.83542384888
628,48290.1,48289.84697557719
629,48260.5,48259.78102549045
630,48248.25,48251.94321474708
631,48261.7,48259.85824502694
632,48269.35,48270.771785787154
633,48264.6,48266.55853987243
634,48266.45,48268.781920864465
635,48289.5,48289.58738170742
636,48284.3,48284.87890816114
637,48279.9,48281.04899834686
638,48289.55,48289.83803844941
639,48264.95,48267.01604717698
640,48251.65,48254.09059765789
641,48251.15,48252.25943106828
642,48235.15,48236.07633097218
643,48239.25,48241.99519959177
644,48248.8,48249.97408798617
645,48241.75,48241.03704161483
646,48261.0,48262.77632722917
647,48257.75,48258.7657437133
648,48266.7,48264.290491837106
649,48274.1,48274.99076687701
650,48266.05,48270.63193054765
651,48267.65,48269.54515276867
652,48279.3,48279.52869404197
653,48282.55,48282.41095344878
654,48281.65,48284.03666230498
655,48287.65,48287.816343770915
656,48286.4,48292.26364067296
657,48283.6,48283.765728839324
658,48293.6,48297.00738641378
659,48294.95,48297.44143246373
660,48311.15,48313.85598114982
661,48306.3,48307.785257917145
662,48317.5,48316.2395673926
663,48334.75,48333.69540629274
664,48308.3,48313.57989736372
665,48307.5,48307.74758340189
666,48308.3,48310.74786514588
667,48302.8,48306.21417677431
668,48307.9,48312.133603310634
669,48315.15,48317.80970864432
670,48310.5,48315.42166622565
671,48328.3,48326.68410077806
672,48350.35,48346.17747145946
673,48372.3,48372.39413378645
674,48343.95,48347.205818159535
675,48327.25,48333.46975748849
676,48335.1,48331.93767292366
677,48336.25,48336.858914251956
678,48323.05,48327.70468680142
679,48307.6,48309.95234708844
680,48315.15,48316.623355302814
681,48333.15,48334.34096101895
682,48324.65,48326.08801973954
683,48334.5,48336.287654699394
684,48329.3,48333.25870594782
685,48343.7,48341.21621967397
686,48314.15,48312.003098093606
687,48304.35,48306.65714471721
688,48302.4,48302.543286546796
689,48305.55,48305.53692136318
690,48312.8,48312.99552261419
691,48307.9,48306.29913327139
692,48288.9,48288.19940572114
693,48284.5,48285.59060913791
694,48281.5,48282.102441763316
695,48278.85,48280.14467891852
696,48277.6,48281.77509258871
697,48265.75,48268.51530393317
698,48265.75,48268.08815615713
699,48246.4,48250.86316633745
700,48262.75,48264.334470627604
701,48261.4,48264.18652794277
702,48259.8,48259.645502158404
703,48274.3,48271.098046285115
704,48266.2,48266.745066105024
705,48257.5,48258.5557041829
706,48230.4,48231.94494671676
707,48224.2,48224.89527170814
708,48203.45,48209.9271735049
709,48191.6,48195.46840003884
710,48186.1,48187.323073878695
711,48193.05,48194.66699287293
712,48200.45,48202.26373870625
713,48218.05,48215.08135203408
714,48215.1,48216.839950776484
715,48220.75,48219.988743157606
716,48217.15,48214.93166950216
717,48218.0,48218.993229438594
718,48211.55,48215.26694043092
719,48211.85,48212.8136632335
720,48212.2,48209.78241574143
721,48191.95,48193.23071843106
722,48185.2,48186.57878373533
723,48228.05,48227.13153237012
724,48227.4,48227.445834968246
725,48227.8,48227.69479325944
726,48221.25,48222.82017003597
727,48224.5,48224.51146141741
728,48219.1,48219.39716038059
729,48222.25,48221.36033601465
730,48224.0,48223.05035607584
731,48222.05,48224.00909919192
732,48229.0,48229.46781217463
733,48211.65,48213.85564743791
734,48214.7,48216.38281565748
735,48232.7,48232.64726512263
736,48233.65,48235.13771017038
737,48254.4,48253.86768896373
738,48264.15,48264.26956908962
739,48262.85,48263.31980294864
740,48289.15,48287.71687268079
741,48297.1,48297.20041936944
742,48309.85,48309.67202799472
743,48306.4,48305.725537911705
744,48303.5,48302.97123148227
745,48298.05,48296.139142907596
746,48292.1,48292.40501654147
747,48263.85,48268.55601627444
748,48276.65,48278.00399567965
749,48269.15,48274.361759517626
750,48281.7,48281.93807456745
751,48295.35,48295.72476976041
752,48235.75,48241.73998477375
753,48368.15,48362.47002376671
754,48371.0,48371.68826481959
755,48361.85,48364.74696326147
756,48343.85,48338.17156669956
757,48339.95,48331.23757075448
758,48363.45,48365.01820096676
759,48397.1,48396.71138313633
760,48379.75,48383.73438810694
761,48410.65,48410.49473868212
762,48437.1,48431.0170277062
763,48424.05,48413.96691013726
764,48447.6,48433.24504501134
765,48457.6,48452.49918058483
766,48442.65,48439.7896097075
767,48475.6,48479.170123215954
768,48488.55,48488.492506155024
769,48504.15,48504.59640880172
770,48506.5,48503.068043487416
771,48532.95,48527.73605778865
772,48517.15,48522.05273282224
773,48497.35,48501.0209998285
774,48533.15,48531.67849267143
775,48494.75,48498.39380853584
776,48496.15,48497.93114374352
777,48475.8,48477.093370942035
778,48468.5,48468.266010412626
779,48476.55,48475.39956174782
780,48458.85,48458.80977018106
781,48495.75,48500.80332141198
782,48526.1,48525.322677954326
783,48537.3,48536.04816943455
784,48550.7,48549.04564382734
785,48614.2,48610.619467903714
786,48652.5,48650.67358610594
787,48633.05,48635.00072622896
788,48593.6,48597.41163071144
789,48605.2,48603.02689048903
790,48618.75,48618.07481936409
791,48611.75,48610.15301791305
792,48632.85,48629.67896956101
793,48614.1,48611.101260415984
794,48616.8,48618.43463394699
795,48627.85,48629.40805309634
796,48631.5,48625.54431434847
797,48589.0,48592.28355769705
798,48617.7,48615.2914625039
799,48611.05,48619.43377559388
800,48587.35,48587.95422377618
801,48576.45,48580.33859244609
802,48569.55,48572.58313401422
803,48553.15,48555.960900056656
804,48558.75,48559.444800846075
805,48579.25,48575.68324957055
806,48584.55,48587.63173810493
807,48600.25,48599.790083909145
808,48549.45,48550.07726108283
809,48523.8,48524.92895716132
810,48532.55,48530.52430026406
811,48529.25,48532.266593371285
812,48528.35,48528.3885237004
813,48500.6,48499.90581769725
814,48473.85,48480.45302752077
815,48481.65,48479.28550134491
816,48449.85,48453.85990607331
817,48441.8,48445.56432432366
818,48431.85,48442.6957782854
819,48427.55,48422.6969286477
820,48438.85,48437.9736983092
821,48445.35,48444.23549444532
822,48467.95,48459.60337392848
823,48447.0,48449.52214490225
824,48464.55,48464.22350097527
825,48486.4,48481.90899593557
826,48494.3,48491.40022575332
827,48487.25,48487.00502478332
828,48495.3,48494.147861584155
829,48476.1,48471.861192373144
830,48492.15,48489.66916302165
831,48504.3,48499.12034042819
832,48507.45,48503.83533007249
833,48500.95,48501.243810791806
834,48541.2,48538.148461744735
835,48539.6,48535.79685445992
836,48547.2,48552.02816736953
837,48538.15,48536.914304073216
838,48525.35,48524.28333588126
839,48533.25,48537.806419843364
840,48507.4,48504.908764420165
841,48512.0,48514.23562632962
842,48501.45,48502.29968646793
843,48498.85,48497.77469548731
844,48496.45,48499.69511079703
845,48474.8,48477.60047174997
846,48465.95,48466.67301688467
847,48463.6,48464.367348527005
848,48456.75,48459.04683806185
849,48474.45,48475.25966808959
850,48465.15,48470.30615622528
851,48469.35,48469.365482795016
852,48500.4,48502.86016824036
853,48476.0,48475.927000497635
854,48475.65,48476.23328910403
855,48473.5,48473.48816889281
856,48478.85,48479.50694944069
857,48476.65,48482.638950355715
858,48498.1,48504.36235254639
859,48480.55,48482.557980912636
860,48483.25,48485.63700219888
861,48470.55,48470.651663378354
862,48469.9,48471.62586978039
863,48456.0,48457.16303321188
864,48458.4,48460.45659573228
865,48463.2,48468.61964078284
866,48437.75,48438.31746534975
867,48428.45,48427.63072273585
868,48436.85,48437.27653724606
869,48446.7,48444.90393597974
870,48459.2,48457.46555710481
871,48473.2,48473.072196918794
872,48480.65,48479.93836342994
873,48480.5,48481.6659972346
874,48486.15,48485.16923008534
875,48484.9,48487.18454132023
876,48507.4,48508.82707834055
877,48500.05,48500.21193933781
878,48500.5,48507.75759192843
879,48508.2,48506.89759271532
880,48504.25,48503.421510186505
881,48507.2,48507.502642617896
882,48493.65,48496.68485379332
883,48493.45,48493.715398638815
884,48468.9,48467.50237963619
885,48487.9,48484.985883532216
886,48490.8,48489.78095438877
887,48503.85,48503.95960992872
888,48522.3,48523.17614127094
889,48520.4,48520.418880703866
890,48504.35,48508.83218377857
891,48515.0,48515.36661635642
892,48519.7,48518.41887423801
893,48555.0,48555.79447819801
894,48563.45,48564.90555750797
895,48557.9,48560.42194499146
896,48567.3,48568.84472078705
897,48597.75,48597.19518289261
898,48569.55,48572.72465762972
899,48583.45,48586.45059549416
900,48578.85,48577.44738142291
901,48573.4,48571.868645218914
902,48563.35,48564.963883737124
903,48572.85,48576.01776768871
904,48584.15,48583.818973023604
905,48598.1,48596.882664187964
906,48590.7,48591.66905806862
907,48577.95,48578.20089754652
908,48579.5,48578.87994914467
909,48580.0,48581.94638728967
910,48578.85,48579.20185911565
911,48570.35,48570.21435017701
912,48567.1,48567.401983508404
913,48557.65,48560.16840141774
914,48561.9,48561.78793871833
915,48567.85,48562.98171121086
916,48557.8,48555.73393821496
917,48587.15,48586.6889037074
918,48607.45,48609.38686168116
919,48580.3,48585.375103952225
920,48587.05,48588.924128088765
921,48584.85,48587.58061770452
922,48585.4,48586.55596868324
923,48573.05,48574.69230045625
924,48587.75,48591.593313429774
925,48582.85,48585.31086261303
926,48576.25,48580.58197479653
927,48576.05,48576.795017443284
928,48592.9,48592.65202953025
929,48596.9,48596.1760710857
930,48601.45,48602.43129688574
